"","treat","Annualinc","Annualexp","redeff","age","distance","weights"
"38590",0,366000,263905,102095,27,0.17731907554536,1
"38591",0,878400,712366,166034,40,0.0295749700247671,1
"38592",0,475200,314004,161196,21,0.218746037033757,1
"38599",1,548400,420865,127535,30,0.108831276695736,1
"38612",0,944400,731512,212888,37,0.0327072194514553,1
"38631",1,366000,298056,67944,29,0.157120929753785,1
"38647",0,889200,734635,154565,34,0.0461563052550693,1
"38653",0,1022400,776807,245593,32,0.0415082828462249,1
"38658",1,872400,679865,192535,44,0.0216959058159286,1
"38660",0,439200,328088,111112,24,0.1933860540735,1
"38685",0,1436400,1002469,433931,41,0.00942081003912716,1
"38690",0,537600,402342,135258,20,0.21543454038632,1
"38705",0,392400,324613,67787,23,0.222814758890413,1
"38715",0,500400,378970,121430,21,0.213964407739802,1
"38719",0,520800,369655,151145,31,0.104959886613668,1
"38735",0,591600,431757,159843,21,0.185973233488304,1
"38737",0,363600,297354,66246,22,0.246231011499578,1
"38741",0,1407600,1096484,311116,43,0.00888437566376897,1
"38746",0,1156800,844713,312087,39,0.0187483111278365,1
"38747",0,397200,266418,130782,40,0.0670097273600614,1
"38768",0,984000,834067,149933,42,0.0212846022945822,1
"38777",1,1224000,858139,365861,36,0.020659523859209,1
"38779",0,1414800,1184972,229828,43,0.00906211690230481,1
"38789",0,465600,347468,118132,20,0.238766710985107,1
"38790",1,703200,561989,141211,38,0.0467530435216767,1
"38793",0,405600,342672,62928,23,0.219168791759221,1
"38797",0,705600,535317,170283,46,0.0249306778197589,1
"38823",0,520800,386098,134702,40,0.0545940961974767,1
"38827",1,1096800,776215,320585,31,0.0384030618944288,1
"38833",1,872400,675883,196517,39,0.0318893097162959,1
"38848",1,9e+05,715074,184926,37,0.0356433981669626,1
"38858",1,598800,457370,141430,25,0.141924690167334,1
"38865",0,424800,311249,113551,57,0.017540497657202,1
"38881",0,415200,317780,97420,51,0.0285926945735498,1
"38886",0,494400,355909,138491,21,0.214582249313299,1
"38905",1,1111200,859686,251514,30,0.0415451491490802,1
"38907",0,697200,545221,151979,47,0.0235730880199875,1
"38922",1,506400,346786,159614,46,0.0351240895049256,1
"38923",0,498000,344188,153812,28,0.133995831892943,1
"38939",0,667200,511023,156177,20,0.178296007266045,1
"38951",0,699600,519708,179892,28,0.0971093051625546,1
"38952",0,375600,246641,128959,27,0.173329411185239,1
"38958",0,651600,480368,171232,20,0.181437187203597,1
"38961",0,441600,298760,142840,26,0.167426840983652,1
"38971",0,620400,506442,113958,22,0.169680816782988,1
"38983",1,1297200,931710,365490,47,0.00768562359016072,1
"39010",0,1293600,1125807,167793,32,0.0270292858811065,1
"39011",0,381600,267715,113885,20,0.266867686033194,1
"39027",0,966000,647109,318891,28,0.0599583993764583,1
"39042",1,1168800,917571,251229,35,0.0256665062155534,1
"39044",1,525600,391973,133627,45,0.0370802347499937,1
"39046",0,1168800,827267,341533,47,0.00969780763593413,1
"39069",1,1095600,884448,211152,31,0.0401380678963999,1
"39092",1,885600,640241,245359,38,0.0330428440497025,1
"39098",0,1026000,720690,305310,50,0.00995462637625804,1
"39106",0,480000,370838,109162,25,0.171035822551203,1
"39112",0,1399200,1185984,213216,32,0.0221683280307778,1
"39119",0,519600,413867,105733,20,0.22285714442783,1
"39121",0,1395600,1067682,327918,40,0.0114085318958063,1
"39139",1,805200,548094,257106,32,0.0593270743820416,1
"39141",1,1233600,928607,304993,45,0.010291385127247,1
"39147",0,364800,254766,110034,29,0.155173598173143,1
"39151",0,920400,693239,227161,38,0.0313702230547333,1
"39153",1,630000,489234,140766,44,0.0334647625303797,1
"39157",0,415200,314718,100482,45,0.0452105440243888,1
"39166",0,712800,522228,190572,23,0.134708058661088,1
"39190",0,1334400,1077696,256704,29,0.0307018890860415,1
"39204",1,1414800,994042,420758,43,0.00839967285898358,1
"39215",1,656400,499968,156432,32,0.0785336485749758,1
"39224",1,459600,349309,110291,30,0.125622325173159,1
"39227",1,512400,399150,113250,39,0.0601474862804681,1
"39253",0,728400,464236,264164,30,0.077779103388389,1
"39257",1,1057200,794628,262572,40,0.0209837380904846,1
"39267",1,879600,697298,182302,49,0.0145655087283131,1
"39280",0,1102800,820290,282510,47,0.0111313196091587,1
"39291",1,1303200,888890,414310,37,0.0163612205772696,1
"39298",0,1026000,785244,240756,32,0.0413348667033404,1
"39313",0,495600,358674,136926,24,0.176923960000197,1
"39318",0,589200,437878,151322,20,0.199515674366397,1
"39340",0,747600,592657,154943,59,0.00843735602001351,1
"39363",0,481200,353328,127872,25,0.169678056860447,1
"39390",1,715200,517779,197421,42,0.0330431575267531,1
"39392",0,382800,296032,86768,45,0.0479758746251417,1
"39415",0,488400,386843,101557,24,0.180860610992944,1
"39419",1,1030800,747111,283689,45,0.014741561083534,1
"39429",1,430800,302069,128731,34,0.0984166329135471,1
"39433",1,1111200,787854,323346,40,0.0186736968957261,1
"39446",0,876000,707510,168490,36,0.0403177285087169,1
"39470",1,1423200,1099874,323326,40,0.0108956539173699,1
"39476",0,370800,282283,88517,22,0.242253656899289,1
"39477",0,596400,454823,141577,55,0.0150893730291419,1
"39478",0,381600,263035,118565,25,0.196286305846604,1
"39488",1,676800,503908,172892,32,0.0755235059835018,1
"39497",0,363600,264412,99188,27,0.178103936084595,1
"39505",0,547200,435932,111268,29,0.117671829273674,1
"39508",0,477600,377525,100075,24,0.183770095282002,1
"39511",0,1142400,845941,296459,20,0.0819007960515987,1
"39514",0,424800,297244,127556,23,0.20914643923594,1
"39521",0,438000,307919,130081,22,0.218440967494273,1
"39537",1,1364400,1036022,328378,38,0.0140837285793961,1
"39554",1,499200,364389,134811,26,0.154246598125552,1
"39555",0,481200,346391,134809,21,0.218758122072869,1
"39573",0,1201200,888166,313034,31,0.0322845677384902,1
"39578",0,998400,738308,260092,32,0.0429741009943514,1
"39580",0,364800,294802,69998,24,0.217327222894854,1
"39583",0,378000,283541,94459,22,0.239511114582963,1
"39596",0,458400,341659,116741,39,0.0656379382283255,1
"39599",1,1250400,1019761,230639,45,0.0102953242704815,1
"39600",0,454800,345991,108809,23,0.201793561955211,1
"39605",0,1165200,917723,247477,30,0.0379960679655933,1
"39625",1,1087200,747291,339909,27,0.0524701640624391,1
"39636",0,596400,474451,121949,21,0.187003111462882,1
"39639",0,753600,570122,183478,49,0.0180901205316866,1
"39646",0,818400,632225,186175,27,0.0861961907800226,1
"39659",0,813600,612825,200775,34,0.0514393883911946,1
"39698",0,564000,405514,158486,20,0.20619023923469,1
"39704",0,937200,656182,281018,55,0.00791065601781191,1
"39705",1,742800,545450,197350,27,0.0968248062624044,1
"39707",0,1050000,746547,303453,36,0.0285036004440866,1
"39711",0,638400,472650,165750,36,0.0599504968189742,1
"39713",1,1161600,826678,334922,44,0.0124622266006814,1
"39717",1,1399200,971124,428076,29,0.0257177919269474,1
"39722",1,532800,395530,137270,38,0.062102386198631,1
"39725",0,380400,290698,89702,56,0.020658682698037,1
"39737",1,1047600,786697,260903,38,0.0249303359740296,1
"39739",0,1234800,988011,246789,49,0.00767078279448164,1
"39754",1,459600,340072,119528,30,0.12521595133129,1
"39758",0,1384800,1023059,361741,40,0.0114691077337752,1
"39765",0,1122000,848100,273900,31,0.0374749768156248,1
"39769",0,512400,354411,157989,29,0.122128092476005,1
"39801",0,362400,261179,101221,24,0.215915708512093,1
"39805",0,529200,401494,127706,24,0.169032299238954,1
"39816",0,799200,596750,202450,30,0.0709486065984223,1
"39824",1,1102800,783244,319556,36,0.0258872481822581,1
"39835",1,458400,343109,115291,36,0.0819007394521647,1
"39846",1,1129200,873562,255638,38,0.0217259359110306,1
"39851",0,525600,399755,125845,20,0.21965596774161,1
"39856",0,367200,274765,92435,22,0.243124112829008,1
"39879",0,374400,286048,88352,20,0.271363184649302,1
"39897",0,1308000,904013,403987,28,0.032747871233052,1
"39905",0,1384800,1040125,344675,40,0.0115469715970163,1
"39912",1,1189200,845315,343885,45,0.0109445470318201,1
"39923",0,1362000,957116,404884,22,0.0472485479148748,1
"39926",0,441600,336478,105122,24,0.193105031045682,1
"39927",0,595200,406540,188660,43,0.0376147946440198,1
"39928",1,1374000,1113215,260785,32,0.0227184140422337,1
"39932",0,948000,772828,175172,28,0.0651866303151029,1
"39965",0,549600,407344,142256,56,0.0151233277270794,1
"39968",0,825600,649054,176546,60,0.00675036754831286,1
"39971",0,1374000,1159895,214105,28,0.031520114533755,1
"39972",0,528000,414943,113057,23,0.181669161009974,1
"39986",0,855600,634552,221048,25,0.0926863103427643,1
"40001",1,0,0,0,0,0.784583331571564,1
"40002",1,0,0,0,0,0.784583331571564,1
"40003",1,0,0,0,0,0.784583331571564,1
"40004",1,0,0,0,0,0.784583331571564,1
"40005",1,0,0,0,0,0.784583331571564,1
"40006",1,0,0,0,0,0.784583331571564,1
"40007",1,0,0,0,0,0.784583331571564,1
"40008",1,0,0,0,0,0.784583331571564,1
"40009",1,0,0,0,0,0.784583331571564,1
"40010",1,0,0,0,0,0.784583331571564,1
"40011",1,0,0,0,0,0.784583331571564,1
"40012",1,0,0,0,0,0.784583331571564,1
"40013",1,0,0,0,0,0.784583331571564,1
"40014",1,0,0,0,0,0.784583331571564,1
"40015",1,0,0,0,0,0.784583331571564,1
"40016",1,0,0,0,0,0.784583331571564,1
"40017",1,0,0,0,0,0.784583331571564,1
"40018",1,0,0,0,0,0.784583331571564,1
"40019",1,0,0,0,0,0.784583331571564,1
"40020",1,0,0,0,0,0.784583331571564,1
"40021",1,0,0,0,0,0.784583331571564,1
"40022",1,0,0,0,0,0.784583331571564,1
"40023",1,0,0,0,0,0.784583331571564,1
"40024",1,0,0,0,0,0.784583331571564,1
"40025",1,0,0,0,0,0.784583331571564,1
"40026",1,0,0,0,0,0.784583331571564,1
"40027",1,0,0,0,0,0.784583331571564,1
"40028",1,0,0,0,0,0.784583331571564,1
"40029",1,0,0,0,0,0.784583331571564,1
"40030",1,0,0,0,0,0.784583331571564,1
"40031",1,0,0,0,0,0.784583331571564,1
"40032",1,0,0,0,0,0.784583331571564,1
"40033",1,0,0,0,0,0.784583331571564,1
"40034",1,0,0,0,0,0.784583331571564,1
"40035",1,0,0,0,0,0.784583331571564,1
"40036",1,0,0,0,0,0.784583331571564,1
"40037",1,0,0,0,0,0.784583331571564,1
"40038",1,0,0,0,0,0.784583331571564,1
"40039",1,0,0,0,0,0.784583331571564,1
"40040",1,0,0,0,0,0.784583331571564,1
"40041",1,0,0,0,0,0.784583331571564,1
"40042",1,0,0,0,0,0.784583331571564,1
"40043",1,0,0,0,0,0.784583331571564,1
"40044",1,0,0,0,0,0.784583331571564,1
"40045",1,0,0,0,0,0.784583331571564,1
"40046",1,0,0,0,0,0.784583331571564,1
"40047",1,0,0,0,0,0.784583331571564,1
"40048",1,0,0,0,0,0.784583331571564,1
"40049",1,0,0,0,0,0.784583331571564,1
"40050",1,0,0,0,0,0.784583331571564,1
"40051",1,0,0,0,0,0.784583331571564,1
"40052",1,0,0,0,0,0.784583331571564,1
"40053",1,0,0,0,0,0.784583331571564,1
"40054",1,0,0,0,0,0.784583331571564,1
"40055",1,0,0,0,0,0.784583331571564,1
"40056",1,0,0,0,0,0.784583331571564,1
"40057",1,0,0,0,0,0.784583331571564,1
"40058",1,0,0,0,0,0.784583331571564,1
"40059",1,0,0,0,0,0.784583331571564,1
"40060",1,0,0,0,0,0.784583331571564,1
"40061",1,0,0,0,0,0.784583331571564,1
"40062",1,0,0,0,0,0.784583331571564,1
"40063",1,0,0,0,0,0.784583331571564,1
"40064",1,0,0,0,0,0.784583331571564,1
"40065",1,0,0,0,0,0.784583331571564,1
"40066",1,0,0,0,0,0.784583331571564,1
"40067",1,0,0,0,0,0.784583331571564,1
"40068",1,0,0,0,0,0.784583331571564,1
"40069",1,0,0,0,0,0.784583331571564,1
"40070",1,0,0,0,0,0.784583331571564,1
"40071",1,0,0,0,0,0.784583331571564,1
"40072",1,0,0,0,0,0.784583331571564,1
"40073",1,0,0,0,0,0.784583331571564,1
"40074",1,0,0,0,0,0.784583331571564,1
"40075",1,0,0,0,0,0.784583331571564,1
"40076",1,0,0,0,0,0.784583331571564,1
"40077",1,0,0,0,0,0.784583331571564,1
"40078",1,0,0,0,0,0.784583331571564,1
"40079",1,0,0,0,0,0.784583331571564,1
"40080",1,0,0,0,0,0.784583331571564,1
"40081",1,0,0,0,0,0.784583331571564,1
"40082",1,0,0,0,0,0.784583331571564,1
"40083",1,0,0,0,0,0.784583331571564,1
"40084",1,0,0,0,0,0.784583331571564,1
"40085",1,0,0,0,0,0.784583331571564,1
"40086",1,0,0,0,0,0.784583331571564,1
"40087",1,0,0,0,0,0.784583331571564,1
"40088",1,0,0,0,0,0.784583331571564,1
"40089",1,0,0,0,0,0.784583331571564,1
"40090",1,0,0,0,0,0.784583331571564,1
"40091",1,0,0,0,0,0.784583331571564,1
"40092",1,0,0,0,0,0.784583331571564,1
"40093",1,0,0,0,0,0.784583331571564,1
"40094",1,0,0,0,0,0.784583331571564,1
"40095",1,0,0,0,0,0.784583331571564,1
"40096",1,0,0,0,0,0.784583331571564,1
"40097",1,0,0,0,0,0.784583331571564,1
"40098",1,0,0,0,0,0.784583331571564,1
"40099",1,0,0,0,0,0.784583331571564,1
"40100",1,0,0,0,0,0.784583331571564,1
"40101",1,0,0,0,0,0.784583331571564,1
"40102",1,0,0,0,0,0.784583331571564,1
"40103",1,0,0,0,0,0.784583331571564,1
"40104",1,0,0,0,0,0.784583331571564,1
"40105",1,0,0,0,0,0.784583331571564,1
"40106",1,0,0,0,0,0.784583331571564,1
"40107",1,0,0,0,0,0.784583331571564,1
"40108",1,0,0,0,0,0.784583331571564,1
"40109",1,0,0,0,0,0.784583331571564,1
"40110",1,0,0,0,0,0.784583331571564,1
"40111",1,0,0,0,0,0.784583331571564,1
"40112",1,0,0,0,0,0.784583331571564,1
"40113",1,0,0,0,0,0.784583331571564,1
"40114",1,0,0,0,0,0.784583331571564,1
"40115",1,0,0,0,0,0.784583331571564,1
"40116",1,0,0,0,0,0.784583331571564,1
"40117",1,0,0,0,0,0.784583331571564,1
"40118",1,0,0,0,0,0.784583331571564,1
"40119",1,0,0,0,0,0.784583331571564,1
"40120",1,0,0,0,0,0.784583331571564,1
"40121",1,0,0,0,0,0.784583331571564,1
"40122",1,0,0,0,0,0.784583331571564,1
"40123",1,0,0,0,0,0.784583331571564,1
"40124",1,0,0,0,0,0.784583331571564,1
"40125",1,0,0,0,0,0.784583331571564,1
"40126",1,0,0,0,0,0.784583331571564,1
"40127",1,0,0,0,0,0.784583331571564,1
"40128",1,0,0,0,0,0.784583331571564,1
"40129",1,0,0,0,0,0.784583331571564,1
"40130",1,0,0,0,0,0.784583331571564,1
"40131",1,0,0,0,0,0.784583331571564,1
"40132",1,0,0,0,0,0.784583331571564,1
"40133",1,0,0,0,0,0.784583331571564,1
"40134",1,0,0,0,0,0.784583331571564,1
"40135",1,0,0,0,0,0.784583331571564,1
"40136",1,0,0,0,0,0.784583331571564,1
"40137",1,0,0,0,0,0.784583331571564,1
"40138",1,0,0,0,0,0.784583331571564,1
"40139",1,0,0,0,0,0.784583331571564,1
"40140",1,0,0,0,0,0.784583331571564,1
"40141",1,0,0,0,0,0.784583331571564,1
"40142",1,0,0,0,0,0.784583331571564,1
"40143",1,0,0,0,0,0.784583331571564,1
"40144",1,0,0,0,0,0.784583331571564,1
"40145",1,0,0,0,0,0.784583331571564,1
"40146",1,0,0,0,0,0.784583331571564,1
"40147",1,0,0,0,0,0.784583331571564,1
"40148",1,0,0,0,0,0.784583331571564,1
"40149",1,0,0,0,0,0.784583331571564,1
"40150",1,0,0,0,0,0.784583331571564,1
"40151",1,0,0,0,0,0.784583331571564,1
"40152",1,0,0,0,0,0.784583331571564,1
"40153",1,0,0,0,0,0.784583331571564,1
"40154",1,0,0,0,0,0.784583331571564,1
"40155",1,0,0,0,0,0.784583331571564,1
"40156",1,0,0,0,0,0.784583331571564,1
"40157",1,0,0,0,0,0.784583331571564,1
"40158",1,0,0,0,0,0.784583331571564,1
"40159",1,0,0,0,0,0.784583331571564,1
"40160",1,0,0,0,0,0.784583331571564,1
"40161",1,0,0,0,0,0.784583331571564,1
"40162",1,0,0,0,0,0.784583331571564,1
"40163",1,0,0,0,0,0.784583331571564,1
"40164",1,0,0,0,0,0.784583331571564,1
"40165",1,0,0,0,0,0.784583331571564,1
"40166",1,0,0,0,0,0.784583331571564,1
"40167",1,0,0,0,0,0.784583331571564,1
"40168",1,0,0,0,0,0.784583331571564,1
"40169",1,0,0,0,0,0.784583331571564,1
"40170",1,0,0,0,0,0.784583331571564,1
"40171",1,0,0,0,0,0.784583331571564,1
"40172",1,0,0,0,0,0.784583331571564,1
"40173",1,0,0,0,0,0.784583331571564,1
"40174",1,0,0,0,0,0.784583331571564,1
"40175",1,0,0,0,0,0.784583331571564,1
"40176",1,0,0,0,0,0.784583331571564,1
"40177",1,0,0,0,0,0.784583331571564,1
"40178",1,0,0,0,0,0.784583331571564,1
"40179",1,0,0,0,0,0.784583331571564,1
"40180",1,0,0,0,0,0.784583331571564,1
"40181",1,0,0,0,0,0.784583331571564,1
"40182",1,0,0,0,0,0.784583331571564,1
"40183",1,0,0,0,0,0.784583331571564,1
"40184",1,0,0,0,0,0.784583331571564,1
"40185",1,0,0,0,0,0.784583331571564,1
"40186",1,0,0,0,0,0.784583331571564,1
"40187",1,0,0,0,0,0.784583331571564,1
"40188",1,0,0,0,0,0.784583331571564,1
"40189",1,0,0,0,0,0.784583331571564,1
"40190",1,0,0,0,0,0.784583331571564,1
"40191",1,0,0,0,0,0.784583331571564,1
"40192",1,0,0,0,0,0.784583331571564,1
"40193",1,0,0,0,0,0.784583331571564,1
"40194",1,0,0,0,0,0.784583331571564,1
"40195",1,0,0,0,0,0.784583331571564,1
"40196",1,0,0,0,0,0.784583331571564,1
"40197",1,0,0,0,0,0.784583331571564,1
"40198",1,0,0,0,0,0.784583331571564,1
"40199",1,0,0,0,0,0.784583331571564,1
"40200",1,0,0,0,0,0.784583331571564,1
"40201",1,0,0,0,0,0.784583331571564,1
"40202",1,0,0,0,0,0.784583331571564,1
"40203",1,0,0,0,0,0.784583331571564,1
"40204",1,0,0,0,0,0.784583331571564,1
"40205",1,0,0,0,0,0.784583331571564,1
"40206",1,0,0,0,0,0.784583331571564,1
"40207",1,0,0,0,0,0.784583331571564,1
"40208",1,0,0,0,0,0.784583331571564,1
"40209",1,0,0,0,0,0.784583331571564,1
"40210",1,0,0,0,0,0.784583331571564,1
"40211",1,0,0,0,0,0.784583331571564,1
"40212",1,0,0,0,0,0.784583331571564,1
"40213",1,0,0,0,0,0.784583331571564,1
"40214",1,0,0,0,0,0.784583331571564,1
"40215",1,0,0,0,0,0.784583331571564,1
"40216",1,0,0,0,0,0.784583331571564,1
"40217",1,0,0,0,0,0.784583331571564,1
"40218",1,0,0,0,0,0.784583331571564,1
"40219",1,0,0,0,0,0.784583331571564,1
"40220",1,0,0,0,0,0.784583331571564,1
"40221",1,0,0,0,0,0.784583331571564,1
"40222",1,0,0,0,0,0.784583331571564,1
"40223",1,0,0,0,0,0.784583331571564,1
"40224",1,0,0,0,0,0.784583331571564,1
"40225",1,0,0,0,0,0.784583331571564,1
"40226",1,0,0,0,0,0.784583331571564,1
"40227",1,0,0,0,0,0.784583331571564,1
"40228",1,0,0,0,0,0.784583331571564,1
"40229",1,0,0,0,0,0.784583331571564,1
"40230",1,0,0,0,0,0.784583331571564,1
"40231",1,0,0,0,0,0.784583331571564,1
"40232",1,0,0,0,0,0.784583331571564,1
"40233",1,0,0,0,0,0.784583331571564,1
"40234",1,0,0,0,0,0.784583331571564,1
"40235",1,0,0,0,0,0.784583331571564,1
"40236",1,0,0,0,0,0.784583331571564,1
"40237",1,0,0,0,0,0.784583331571564,1
"40238",1,0,0,0,0,0.784583331571564,1
"40239",1,0,0,0,0,0.784583331571564,1
"40240",1,0,0,0,0,0.784583331571564,1
"40241",1,0,0,0,0,0.784583331571564,1
"40242",1,0,0,0,0,0.784583331571564,1
"40243",1,0,0,0,0,0.784583331571564,1
"40244",1,0,0,0,0,0.784583331571564,1
"40245",1,0,0,0,0,0.784583331571564,1
"40246",1,0,0,0,0,0.784583331571564,1
"40247",1,0,0,0,0,0.784583331571564,1
"40248",1,0,0,0,0,0.784583331571564,1
"40249",1,0,0,0,0,0.784583331571564,1
"40250",1,0,0,0,0,0.784583331571564,1
"40251",1,0,0,0,0,0.784583331571564,1
"40252",1,0,0,0,0,0.784583331571564,1
"40253",1,0,0,0,0,0.784583331571564,1
"40254",1,0,0,0,0,0.784583331571564,1
"40255",1,0,0,0,0,0.784583331571564,1
"40256",1,0,0,0,0,0.784583331571564,1
"40257",1,0,0,0,0,0.784583331571564,1
"40258",1,0,0,0,0,0.784583331571564,1
"40259",1,0,0,0,0,0.784583331571564,1
"40260",1,0,0,0,0,0.784583331571564,1
"40261",1,0,0,0,0,0.784583331571564,1
"40262",1,0,0,0,0,0.784583331571564,1
"40263",1,0,0,0,0,0.784583331571564,1
"40264",1,0,0,0,0,0.784583331571564,1
"40265",1,0,0,0,0,0.784583331571564,1
"40266",1,0,0,0,0,0.784583331571564,1
"40267",1,0,0,0,0,0.784583331571564,1
"40268",1,0,0,0,0,0.784583331571564,1
"40269",1,0,0,0,0,0.784583331571564,1
"40270",1,0,0,0,0,0.784583331571564,1
"40271",1,0,0,0,0,0.784583331571564,1
"40272",1,0,0,0,0,0.784583331571564,1
"40273",1,0,0,0,0,0.784583331571564,1
"40274",1,0,0,0,0,0.784583331571564,1
"40275",1,0,0,0,0,0.784583331571564,1
"40276",1,0,0,0,0,0.784583331571564,1
"40277",1,0,0,0,0,0.784583331571564,1
"40278",1,0,0,0,0,0.784583331571564,1
"40279",1,0,0,0,0,0.784583331571564,1
"40280",1,0,0,0,0,0.784583331571564,1
"40281",1,0,0,0,0,0.784583331571564,1
"40282",1,0,0,0,0,0.784583331571564,1
"40283",1,0,0,0,0,0.784583331571564,1
"40284",1,0,0,0,0,0.784583331571564,1
"40285",1,0,0,0,0,0.784583331571564,1
"40286",1,0,0,0,0,0.784583331571564,1
"40287",1,0,0,0,0,0.784583331571564,1
"40288",1,0,0,0,0,0.784583331571564,1
"40289",1,0,0,0,0,0.784583331571564,1
"40290",1,0,0,0,0,0.784583331571564,1
"40291",1,0,0,0,0,0.784583331571564,1
"40292",1,0,0,0,0,0.784583331571564,1
"40293",1,0,0,0,0,0.784583331571564,1
"40294",1,0,0,0,0,0.784583331571564,1
"40295",1,0,0,0,0,0.784583331571564,1
"40296",1,0,0,0,0,0.784583331571564,1
"40297",1,0,0,0,0,0.784583331571564,1
"40298",1,0,0,0,0,0.784583331571564,1
"40299",1,0,0,0,0,0.784583331571564,1
"40300",1,0,0,0,0,0.784583331571564,1
"40301",1,0,0,0,0,0.784583331571564,1
"40302",1,0,0,0,0,0.784583331571564,1
"40303",1,0,0,0,0,0.784583331571564,1
"40304",1,0,0,0,0,0.784583331571564,1
"40305",1,0,0,0,0,0.784583331571564,1
"40306",1,0,0,0,0,0.784583331571564,1
"40307",1,0,0,0,0,0.784583331571564,1
"40308",1,0,0,0,0,0.784583331571564,1
"40309",1,0,0,0,0,0.784583331571564,1
"40310",1,0,0,0,0,0.784583331571564,1
"40311",1,0,0,0,0,0.784583331571564,1
"40312",1,0,0,0,0,0.784583331571564,1
"40313",1,0,0,0,0,0.784583331571564,1
"40314",1,0,0,0,0,0.784583331571564,1
"40315",1,0,0,0,0,0.784583331571564,1
"40316",1,0,0,0,0,0.784583331571564,1
"40317",1,0,0,0,0,0.784583331571564,1
"40318",1,0,0,0,0,0.784583331571564,1
"40319",1,0,0,0,0,0.784583331571564,1
"40320",1,0,0,0,0,0.784583331571564,1
"40321",1,0,0,0,0,0.784583331571564,1
"40322",1,0,0,0,0,0.784583331571564,1
"40323",1,0,0,0,0,0.784583331571564,1
"40324",1,0,0,0,0,0.784583331571564,1
"40325",1,0,0,0,0,0.784583331571564,1
"40326",1,0,0,0,0,0.784583331571564,1
"40327",1,0,0,0,0,0.784583331571564,1
"40328",1,0,0,0,0,0.784583331571564,1
"40329",1,0,0,0,0,0.784583331571564,1
"40330",1,0,0,0,0,0.784583331571564,1
"40331",1,0,0,0,0,0.784583331571564,1
"40332",1,0,0,0,0,0.784583331571564,1
"40333",1,0,0,0,0,0.784583331571564,1
"40334",1,0,0,0,0,0.784583331571564,1
"40335",1,0,0,0,0,0.784583331571564,1
"40336",1,0,0,0,0,0.784583331571564,1
"40337",1,0,0,0,0,0.784583331571564,1
"40338",1,0,0,0,0,0.784583331571564,1
"40339",1,0,0,0,0,0.784583331571564,1
"40340",1,0,0,0,0,0.784583331571564,1
"40341",1,0,0,0,0,0.784583331571564,1
"40342",1,0,0,0,0,0.784583331571564,1
"40343",1,0,0,0,0,0.784583331571564,1
"40344",1,0,0,0,0,0.784583331571564,1
"40345",1,0,0,0,0,0.784583331571564,1
"40346",1,0,0,0,0,0.784583331571564,1
"40347",1,0,0,0,0,0.784583331571564,1
"40348",1,0,0,0,0,0.784583331571564,1
"40349",1,0,0,0,0,0.784583331571564,1
"40350",1,0,0,0,0,0.784583331571564,1
"40351",1,0,0,0,0,0.784583331571564,1
"40352",1,0,0,0,0,0.784583331571564,1
"40353",1,0,0,0,0,0.784583331571564,1
"40354",1,0,0,0,0,0.784583331571564,1
"40355",1,0,0,0,0,0.784583331571564,1
"40356",1,0,0,0,0,0.784583331571564,1
"40357",1,0,0,0,0,0.784583331571564,1
"40358",1,0,0,0,0,0.784583331571564,1
"40359",1,0,0,0,0,0.784583331571564,1
"40360",1,0,0,0,0,0.784583331571564,1
"40361",1,0,0,0,0,0.784583331571564,1
"40362",1,0,0,0,0,0.784583331571564,1
"40363",1,0,0,0,0,0.784583331571564,1
"40364",1,0,0,0,0,0.784583331571564,1
"40365",1,0,0,0,0,0.784583331571564,1
"40366",1,0,0,0,0,0.784583331571564,1
"40367",1,0,0,0,0,0.784583331571564,1
"40368",1,0,0,0,0,0.784583331571564,1
"40369",1,0,0,0,0,0.784583331571564,1
"40370",1,0,0,0,0,0.784583331571564,1
"40371",1,0,0,0,0,0.784583331571564,1
"40372",1,0,0,0,0,0.784583331571564,1
"40373",1,0,0,0,0,0.784583331571564,1
"40374",1,0,0,0,0,0.784583331571564,1
"40375",1,0,0,0,0,0.784583331571564,1
"40376",1,0,0,0,0,0.784583331571564,1
"40377",1,0,0,0,0,0.784583331571564,1
"40378",1,0,0,0,0,0.784583331571564,1
"40379",1,0,0,0,0,0.784583331571564,1
"40380",1,0,0,0,0,0.784583331571564,1
"40381",1,0,0,0,0,0.784583331571564,1
"40382",1,0,0,0,0,0.784583331571564,1
"40383",1,0,0,0,0,0.784583331571564,1
"40384",1,0,0,0,0,0.784583331571564,1
"40385",1,0,0,0,0,0.784583331571564,1
"40386",1,0,0,0,0,0.784583331571564,1
"40387",1,0,0,0,0,0.784583331571564,1
"40388",1,0,0,0,0,0.784583331571564,1
"40389",1,0,0,0,0,0.784583331571564,1
"40390",1,0,0,0,0,0.784583331571564,1
"40391",1,0,0,0,0,0.784583331571564,1
"40392",1,0,0,0,0,0.784583331571564,1
"40393",1,0,0,0,0,0.784583331571564,1
"40394",1,0,0,0,0,0.784583331571564,1
"40395",1,0,0,0,0,0.784583331571564,1
"40396",1,0,0,0,0,0.784583331571564,1
"40397",1,0,0,0,0,0.784583331571564,1
"40398",1,0,0,0,0,0.784583331571564,1
"40399",1,0,0,0,0,0.784583331571564,1
"40400",1,0,0,0,0,0.784583331571564,1
"40401",1,0,0,0,0,0.784583331571564,1
"40402",1,0,0,0,0,0.784583331571564,1
"40403",1,0,0,0,0,0.784583331571564,1
"40404",1,0,0,0,0,0.784583331571564,1
